ticket_id,description,service_category,resolution_steps,resolution_summary,kb_article_id,resolution_template_id,root_cause,tags
INC3800415,"Hello IT, Meeting audio works but video won't start in Teams. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Payments DB'. Error seen: TLS_HANDSHAKE_FAIL.. I already updated the app, tried a different browser but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Checked service health; Cleared Teams cache; Repaired Teams app; Switched network; Validated meeting join,"Cleared Teams cache, repaired app, and validated meeting join.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3800141,"Hi Team, I'm facing an issue with the application and need help to resolve it. Started after password reset. I'm in Mumbai. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already signed out and back in, tried a different browser but the issue persists. Please help.",Printing,Cleared spooler queue; Reinstalled OEM driver and removed legacy packages; Remapped printer via policy; Printed test page and verified queue health; Monitored for 24 hours,"Cleared spooler, reinstalled driver, remapped printer; test page OK.",KB0000720,RES-TPL-007,Misconfiguration,nan
INC3801233,"Hi Service Desk, Meeting audio works but video won't start in Teams. Started during login. I'm in Bengaluru. This is impacting 'Container Platform'. Error seen: 0xCAA20002.. I already signed out and back in, updated the app but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Checked service health; Cleared Teams cache; Repaired Teams app; Switched network; Validated meeting join,"Cleared Teams cache, repaired app, and validated meeting join.",KB0000987,RES-TPL-002,Vendor Issue,kb-high-confidence
INC3801293,"Hi Service Desk, I can't complete MFA—codes are rejected or the prompt never shows up. Started after password reset. I'm in Pune. This is impacting 'BluePortal'. Error seen: AUTH_FAIL.. I already tried a different browser, signed out and back in but the issue persists. Please help.",Identity & Access,Re-registered MFA device; Synced time on device; Cleared old registrations; Tested sign-in with backup method; Validated successful login,"Re-registered MFA, synced device time, and validated sign-in.",KB0000100,RES-TPL-008,User Error,nan
INC3800762,"Hello Support, Disk almost full and alerts keep popping up. Started from home. I'm while working from home. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT. Ref. I already restarted my laptop, signed out and back in but the issue persists. Please help.",OS/Storage,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Capacity Exhaustion,sla-response-breach
INC3801206,"Hi Service Desk, I'm getting constant low disk space warnings; logs seem to be growing. Started this afternoon. I'm in Pune. This is impacting 'Business App - BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already updated the app, restarted my laptop but the issue persists. Please help.",OS/Storage,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Capacity Exhaustion,nan
INC3800462,"Hi Service Desk, Disk almost full and alerts keep popping up. Started after reboot. I'm in Hyderabad. This is impacting 'WAN'. Error seen: NDR 5.7.1.. I already cleared cache, restarted my laptop but the issue persists. Please help.",OS/Storage,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Misconfiguration,reopened
INC3801243,"Hello IT, Access denied even though I'm in the right group. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Remote Access'. Error seen: AUTH_FAIL.. I already updated the app, cleared cache but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,User Error,sla-response-breach;auto-resolution-candidate
INC3800078,"Hello Support, Something isn't working as expected and I'm blocked. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Business App - BluePortal'. Error seen: 0xCAA20002.. I already switched networks, signed out and back in but the issue persists. Please help.",Business App (BluePortal),"Verified caller identity with MFA; Unlocked directory account; Enforced password reset with strong policy; Synced identity providers and purged stale tokens; Validated access across email, VPN, and apps",Identity verified and password reset; access validated across apps.,KB0000100,RES-TPL-008,User Error,kb-high-confidence;auto-resolution-candidate
INC3801004,"Hi Service Desk, Upgrade didn't go through properly; the app won't launch post‑update. Started after reboot. I'm in Delhi. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT. Ref. I already updated the app, signed out and back in but the issue persists. Please help.",Database/App Backend,Captured installer logs; Rolled back to previous version; Applied hotfix; Retested core functions; Scheduled planned upgrade,"Rolled back upgrade, applied hotfix, retested; upgrade rescheduled.",KB0001411,RES-TPL-004,Capacity Exhaustion,sla-response-breach
INC3801490,"Hello IT, I'm facing an issue with the application and need help to resolve it. Started after password reset. I'm in Chennai. This is impacting 'Web Frontend'. Error seen: NDR 5.7.1.. I already signed out and back in, updated the app but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Software Bug,nan
INC3800571,"Hello IT, Internal app shows blank page/503 intermittently. Started during login. I'm in Bengaluru. This is impacting 'Web Frontend'. Error seen: 0x80070005.. I already cleared cache, signed out and back in but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Validated maintenance window and comms; Performed smoke tests post-change; Restored service and updated status page; Monitored KPIs for 60 minutes; Closed with change reference,Completed post-change validation and restored service availability.,KB0001902,RES-TPL-010,Network Flap,nan
INC3800015,"Hi Service Desk, Frequent crashes in the app; need help to stabilize/rollback. Started this afternoon. I'm in Hyderabad. This is impacting 'Email'. Error seen: ERR_TIMEOUT.. I already signed out and back in, updated the app but the issue persists. Please help.",Email/Outlook,Captured crash logs and minidump; Rolled back problematic plugin; Increased memory limit and retry; Validated stability with soak test; Published fix notes,Rolled back faulty plugin and applied hotfix; app stable.,KB0001411,RES-TPL-004,Software Bug,sla-response-breach
INC3800494,"Hello Support, I can't access/edit files in SharePoint—keeps saying access denied. Started today. I'm in Noida. This is impacting 'Container Platform'. Error seen: 0xCAA20002.. I already updated the app, switched networks but the issue persists. Please help.",Identity & Access,Reviewed site permissions; Updated group membership; Synced directory; Cleared cache; Validated access,Adjusted permissions and synced directory; user can access site.,KB0000100,RES-TPL-008,Misconfiguration,auto-resolution-candidate
INC3800350,"Hello Support, Outlook freezes/crashes or search results are incomplete. Started after password reset. I'm in Hyderabad. This is impacting 'Payments DB'. Error seen: NDR 5.7.1.. I already tried a different browser, switched networks but the issue persists. Please help.",Email/Outlook,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Misconfiguration,nan
INC3800999,"Hello IT, App requests are timing out; database seems slow/overloaded. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Business App - BluePortal'. Error seen: 0x80070005.. I already cleared cache, signed out and back in but the issue persists. Please help.",Database/App Backend,Increased connection pool temporarily; Optimized hot queries and added missing indexes; Adjusted timeouts and enabled backoff; Load-tested critical paths; Finalized pool sizing and documented changes,Optimized queries and pool settings; timeouts eliminated.,KB0001502,RES-TPL-005,Software Bug,nan
INC3800274,"Hi Team, Files are not syncing to OneDrive; sync stuck with errors. Started after password reset. I'm in Hyderabad. This is impacting 'Payments DB'. Error seen: 0x80070005.. I already signed out and back in, cleared cache but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive; Resolved conflicts; Forced sync; Reauthenticated; Verified status icons,"Reset client, resolved conflicts, forced sync; status icons green.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3801191,"Hello IT, Upgrade didn't go through properly; the app won't launch post‑update. Started from home. I'm while working from home. This is impacting 'Payments DB'. Error seen: ERR_TIMEOUT.. I already switched networks, signed out and back in but the issue persists. Please help.",Database/App Backend,Captured installer logs; Rolled back to previous version; Applied hotfix; Retested core functions; Scheduled planned upgrade,"Rolled back upgrade, applied hotfix, retested; upgrade rescheduled.",KB0001411,RES-TPL-004,Capacity Exhaustion,sla-response-breach
INC3800271,"Hello Support, Meeting audio works but video won't start in Teams. Started post update. I'm in Pune. This is impacting 'Web Frontend'. Error seen: ERR_TIMEOUT.. I already cleared cache, switched networks but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Checked service health; Cleared Teams cache; Repaired Teams app; Switched network; Validated meeting join,"Cleared Teams cache, repaired app, and validated meeting join.",KB0000987,RES-TPL-002,Vendor Issue,sla-response-breach
INC3801473,"Hi Team, App fails after upgrade—installer completes but the app won't start. Started during login. I'm in Mumbai. This is impacting 'Identity'. Error seen: NDR 5.7.1.. I already signed out and back in, switched networks but the issue persists. Please help.",Identity & Access,Captured installer logs; Rolled back to previous version; Applied hotfix; Retested core functions; Scheduled planned upgrade,"Rolled back upgrade, applied hotfix, retested; upgrade rescheduled.",KB0001411,RES-TPL-004,Capacity Exhaustion,nan
INC3800237,"Hi Team, Getting an untrusted certificate warning when connecting to VPN. Started during login. I'm in Bengaluru. This is impacting 'Remote Access'. Error seen: AUTH_FAIL.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Remote Access (VPN),Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Misconfiguration,nan
INC3800585,"Hello Support, App is non‑responsive; keeps timing out or shows service unavailable. Started from home. I'm while working from home. This is impacting 'Web Frontend'. Error seen: 0xCAA20002.. I already updated the app, signed out and back in but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Validated maintenance window and comms; Performed smoke tests post-change; Restored service and updated status page; Monitored KPIs for 60 minutes; Closed with change reference,Completed post-change validation and restored service availability.,KB0001902,RES-TPL-010,Scheduled Change,nan
INC3801312,"Hello IT, Sync keeps failing with conflicts; changes aren't appearing. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Remote Access'. Error seen: AUTH_FAIL. Ref. I already restarted my laptop, updated the app but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive/Sync client; Resolved file lock conflicts; Reauthenticated and forced sync; Verified version history restoration; Confirmed green check marks,Reset client and resolved conflicts; files syncing normally.,KB0000987,RES-TPL-002,Misconfiguration,nan
INC3800694,"Hello IT, VPN connection is blocked due to certificate issues. Started this morning. I'm in Bengaluru. This is impacting 'Web Frontend'. Error seen: 0xCAA20002.. I already signed out and back in, tried a different browser but the issue persists. Please help.",Remote Access (VPN),Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Misconfiguration,sla-response-breach
INC3801001,"Hi Service Desk, Portal opens to a blank/503 page; retry sometimes helps. Started during login. I'm in Delhi. This is impacting 'WAN'. Error seen: ERR_TIMEOUT.. I already restarted my laptop, updated the app but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Validated maintenance window and comms; Performed smoke tests post-change; Restored service and updated status page; Monitored KPIs for 60 minutes; Closed with change reference,Completed post-change validation and restored service availability.,KB0001902,RES-TPL-010,Network Flap,sla-response-breach
INC3800322,"Hello Support, VPN login loops and then times out. Started post update. I'm in Delhi. This is impacting 'Payments DB'. Error seen: 0xCAA20002.. I already updated the app, tried a different browser but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,Vendor Issue,nan
INC3800782,"Hello Support, VPN connection is blocked due to certificate issues. Started today. I'm in Bengaluru. This is impacting 'Business App - BluePortal'. Error seen: TLS_HANDSHAKE_FAIL. Ref. I already cleared cache, signed out and back in but the issue persists. Please help.",Remote Access (VPN),Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Misconfiguration,nan
INC3801358,"Hello IT, VPN keeps asking for credentials and then fails to connect. Started today. I'm in Noida. This is impacting 'Printing'. Error seen: ERR_TIMEOUT.. I already updated the app, tried a different browser but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,Vendor Issue,nan
INC3801203,"Hello IT, Something isn't working as expected and I'm blocked. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'WAN'. Error seen: NDR 5.7.1.. I already tried a different browser, restarted my laptop but the issue persists. Please help.",Remote Access (VPN),Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Network Flap,nan
INC3800970,"Hello IT, Site keeps loading stale pages; cache seems stuck. Started this morning. I'm in Chennai. This is impacting 'Web Frontend'. Error seen: TLS_HANDSHAKE_FAIL.. I already updated the app, tried a different browser but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3801466,"Hello Support, Getting SSL certificate expiry warning on internal portal. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL. Ref. I already signed out and back in, tried a different browser but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Reissued cert with correct SANs; Installed full chain (leaf+intermediate+root); Rebound listener and cleared SSL sessions; Validated with SSL scanners; Enabled auto-renewal and set T-30 reminder,Renewed TLS certificate and installed full chain; browsers clean.,KB0001610,RES-TPL-006,Certificate Expired,kb-high-confidence
INC3800526,"Hi Service Desk, Getting errors and unable to proceed with my work. Started this morning. I'm in Bengaluru. This is impacting 'Payments DB'. Error seen: TLS_HANDSHAKE_FAIL.. I already restarted my laptop, updated the app but the issue persists. Please help.",Database/App Backend,Measured latency/jitter and packet loss; Failed over to healthy path; Adjusted QoS for critical apps; Opened ISP ticket with traces; Monitored trend for 24 hours,Failed over to healthier path and tuned QoS; latency improved.,KB0001801,RES-TPL-009,Vendor Issue,nan
INC3801425,"Hello Support, The app keeps crashing/freezing when I try to use it. Started post update. I'm in Bengaluru. This is impacting 'Web Frontend'. Error seen: 0x80070005.. I already updated the app, restarted my laptop but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Captured crash logs and minidump; Rolled back problematic plugin; Increased memory limit and retry; Validated stability with soak test; Published fix notes,Rolled back faulty plugin and applied hotfix; app stable.,KB0001411,RES-TPL-004,Software Bug,nan
INC3801170,"Hi Team, Something isn't working as expected and I'm blocked. Started after password reset. I'm in Pune. This is impacting 'Business App - BluePortal'. Error seen: 0xCAA20002. Ref. I already cleared cache, updated the app but the issue persists. Please help.",Business App (BluePortal),"Verified caller identity with MFA; Unlocked directory account; Enforced password reset with strong policy; Synced identity providers and purged stale tokens; Validated access across email, VPN, and apps",Identity verified and password reset; access validated across apps.,KB0000100,RES-TPL-008,User Error,auto-resolution-candidate
INC3800175,"Hi Service Desk, System keeps alerting low disk space; temp/log files are piling up. Started from home. I'm while working from home. This is impacting 'Printing'. Error seen: 0x80070005.. I already updated the app, switched networks but the issue persists. Please help.",Printing,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Capacity Exhaustion,nan
INC3800358,"Hi Service Desk, App requests are timing out; database seems slow/overloaded. Started this afternoon. I'm in Bengaluru. This is impacting 'BluePortal'. Error seen: ERR_TIMEOUT.. I already cleared cache, switched networks but the issue persists. Please help.",Database/App Backend,Increased connection pool temporarily; Optimized hot queries and added missing indexes; Adjusted timeouts and enabled backoff; Load-tested critical paths; Finalized pool sizing and documented changes,Optimized queries and pool settings; timeouts eliminated.,KB0001502,RES-TPL-005,Capacity Exhaustion,sla-response-breach
INC3800043,"Hello Support, Outlook crashes when opening calendar/searching. Started after reboot. I'm in Mumbai. This is impacting 'Remote Access'. Error seen: 0x80070005.. I already updated the app, switched networks but the issue persists. Please help.",Email/Outlook,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Known Error,sla-response-breach
INC3800416,"Hi Team, Outlook freezes/crashes or search results are incomplete. Started after reboot. I'm in Bengaluru. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL. Ref. I already cleared cache, tried a different browser but the issue persists. Please help.",Email/Outlook,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Known Error,nan
INC3800344,"Hi Team, Something isn't working as expected and I'm blocked. Started during login. I'm in Pune. This is impacting 'BluePortal'. Error seen: 0x80070005.. I already signed out and back in, updated the app but the issue persists. Please help.",Remote Access (VPN),Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Network Flap,sla-response-breach
INC3801026,"Hello IT, Getting errors and unable to proceed with my work. Started after password reset. I'm in Bengaluru. This is impacting 'Email'. Error seen: TLS_HANDSHAKE_FAIL.. I already switched networks, signed out and back in but the issue persists. Please help.",Email/Outlook,"Verified caller identity with MFA; Unlocked directory account; Enforced password reset with strong policy; Synced identity providers and purged stale tokens; Validated access across email, VPN, and apps",Identity verified and password reset; access validated across apps.,KB0000100,RES-TPL-008,User Error,auto-resolution-candidate
INC3801401,"Hello IT, VPN connection is blocked due to certificate issues. Started today. I'm in Hyderabad. This is impacting 'Web Frontend'. Error seen: NDR 5.7.1.. I already tried a different browser, updated the app but the issue persists. Please help.",Remote Access (VPN),Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Certificate Expired,nan
INC3800101,"Hi Team, Getting errors and unable to proceed with my work. Started this morning. I'm in Pune. This is impacting 'Web Frontend'. Error seen: ERR_TIMEOUT.. I already cleared cache, tried a different browser but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,User Error,nan
INC3800107,"Hello Support, Getting errors and unable to proceed with my work. Started this afternoon. I'm in Delhi. This is impacting 'Payments DB'. Error seen: ERR_TIMEOUT.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Remote Access (VPN),Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Misconfiguration,kb-high-confidence
INC3801489,"Hi Team, Profile changes don't show up unless I hard‑refresh/clear cache. Started during login. I'm in Bengaluru. This is impacting 'BluePortal'. Error seen: 0x80070005. Ref. I already signed out and back in, switched networks but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3801052,"Hello Support, Something isn't working as expected and I'm blocked. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Printing'. Error seen: ERR_TIMEOUT.. I already switched networks, tried a different browser but the issue persists. Please help.",Printing,Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,User Error,nan
INC3800964,"Hello IT, Site keeps loading stale pages; cache seems stuck. Started from home. I'm while working from home. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT. Ref. I already updated the app, tried a different browser but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3800380,"Hello Support, I'm getting constant low disk space warnings; logs seem to be growing. Started today. I'm in Hyderabad. This is impacting 'Payments DB'. Error seen: 0xCAA20002.. I already signed out and back in, cleared cache but the issue persists. Please help.",Database/App Backend,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Misconfiguration,nan
INC3800244,"Hi Team, Internal app shows blank page/503 intermittently. Started during login. I'm in Hyderabad. This is impacting 'Payments DB'. Error seen: AUTH_FAIL.. I already signed out and back in, restarted my laptop but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Validated maintenance window and comms; Performed smoke tests post-change; Restored service and updated status page; Monitored KPIs for 60 minutes; Closed with change reference,Completed post-change validation and restored service availability.,KB0001902,RES-TPL-010,Scheduled Change,nan
INC3801099,"Hello Support, Something isn't working as expected and I'm blocked. Started this morning. I'm in Noida. This is impacting 'WAN'. Error seen: ERR_TIMEOUT.. I already restarted my laptop, switched networks but the issue persists. Please help.",Printing,Cleared spooler queue; Reinstalled OEM driver and removed legacy packages; Remapped printer via policy; Printed test page and verified queue health; Monitored for 24 hours,"Cleared spooler, reinstalled driver, remapped printer; test page OK.",KB0000720,RES-TPL-007,User Error,sla-response-breach;kb-high-confidence
INC3800500,"Hi Team, Teams join link opens but the app never connects to the meeting. Started after reboot. I'm in Mumbai. This is impacting 'Container Platform'. Error seen: 0xCAA20002.. I already tried a different browser, cleared cache but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Checked service health; Cleared Teams cache; Repaired Teams app; Switched network; Validated meeting join,"Cleared Teams cache, repaired app, and validated meeting join.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3800700,"Hi Team, I'm facing an issue with the application and need help to resolve it. Started this afternoon. I'm in Hyderabad. This is impacting 'Identity'. Error seen: ERR_TIMEOUT.. I already updated the app, tried a different browser but the issue persists. Please help.",Identity & Access,Cleared spooler queue; Reinstalled OEM driver and removed legacy packages; Remapped printer via policy; Printed test page and verified queue health; Monitored for 24 hours,"Cleared spooler, reinstalled driver, remapped printer; test page OK.",KB0000720,RES-TPL-007,Misconfiguration,sla-response-breach
INC3800128,"Hello Support, I'm facing an issue with the application and need help to resolve it. Started this afternoon. I'm in Pune. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already signed out and back in, updated the app but the issue persists. Please help.",Business App (BluePortal),"Verified caller identity with MFA; Unlocked directory account; Enforced password reset with strong policy; Synced identity providers and purged stale tokens; Validated access across email, VPN, and apps",Identity verified and password reset; access validated across apps.,KB0000100,RES-TPL-008,User Error,auto-resolution-candidate
INC3800239,"Hello Support, Upgrade didn't go through properly; the app won't launch post‑update. Started this morning. I'm in Hyderabad. This is impacting 'Email'. Error seen: 0xCAA20002.. I already updated the app, switched networks but the issue persists. Please help.",Email/Outlook,Captured installer logs; Rolled back to previous version; Applied hotfix; Retested core functions; Scheduled planned upgrade,"Rolled back upgrade, applied hotfix, retested; upgrade rescheduled.",KB0001411,RES-TPL-004,Capacity Exhaustion,nan
INC3801114,"Hello IT, Background process is hogging CPU; system slows down. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Container Platform'. Error seen: 0x80070005.. I already signed out and back in, cleared cache but the issue persists. Please help.",Database/App Backend,Right-sized resource limits; Scaled node pool and drained hot nodes; Tuned noisy processes and background jobs; Validated stability over 60 minutes; Documented changes in runbook,Right-sized resources and tuned background tasks; usage stabilized.,KB0001411,RES-TPL-004,Capacity Exhaustion,sla-response-breach
INC3800682,"Hello IT, System keeps alerting low disk space; temp/log files are piling up. Started this afternoon. I'm in Pune. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already switched networks, updated the app but the issue persists. Please help.",OS/Storage,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Capacity Exhaustion,sla-response-breach
INC3800482,"Hi Service Desk, Sync keeps failing with conflicts; changes aren't appearing. Started from home. I'm while working from home. This is impacting 'Business App - BluePortal'. Error seen: NDR 5.7.1.. I already updated the app, cleared cache but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive/Sync client; Resolved file lock conflicts; Reauthenticated and forced sync; Verified version history restoration; Confirmed green check marks,Reset client and resolved conflicts; files syncing normally.,KB0000987,RES-TPL-002,Misconfiguration,nan
INC3801305,"Hi Team, Frequent timeouts while saving/reading records. Started after password reset. I'm in Delhi. This is impacting 'Identity'. Error seen: NDR 5.7.1.. I already tried a different browser, restarted my laptop but the issue persists. Please help.",Identity & Access,Increased connection pool temporarily; Optimized hot queries and added missing indexes; Adjusted timeouts and enabled backoff; Load-tested critical paths; Finalized pool sizing and documented changes,Optimized queries and pool settings; timeouts eliminated.,KB0001502,RES-TPL-005,Vendor Issue,kb-high-confidence
INC3800275,"Hi Service Desk, CPU spikes to 100% and the app becomes unresponsive. Started after password reset. I'm in Chennai. This is impacting 'Remote Access'. Error seen: TLS_HANDSHAKE_FAIL.. I already restarted my laptop, switched networks but the issue persists. Please help.",Remote Access (VPN),Right-sized resource limits; Scaled node pool and drained hot nodes; Tuned noisy processes and background jobs; Validated stability over 60 minutes; Documented changes in runbook,Right-sized resources and tuned background tasks; usage stabilized.,KB0001411,RES-TPL-004,Software Bug,nan
INC3800582,"Hi Service Desk, Portal shows old content or login loops until cache is cleared. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'WAN'. Error seen: TLS_HANDSHAKE_FAIL.. I already switched networks, tried a different browser but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,sla-response-breach
